GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "27000","Minnesota",4,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",23605,25145,26969,27929,28872,30127,31699,32806,33983,34805,35809,35010,36025,37339,38170,39029,40107,41017,42026,43524,45231,45932,43683,48957,53529,56489
 "27000","Minnesota",4,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),96.757,98.648,97.591,97.266,97.391,97.487,98.338,97.713,97.273,96.765,99.577,98.840,97.899,98.392,97.722,(NA)
 "27000","Minnesota",4,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),86.278,87.719,88.333,90.267,92.068,93.374,95.507,95.074,95.604,96.765,101.615,102.313,102.436,107.248,113.400,(NA)
 "27000","Minnesota",4,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",3189396,3256931,3330936,3347326,3337728,3347012,3390375,3448129,3495694,3540345,3526233,3424125,3408488,3468973,3505288,3555540,3603670,3662633,3697854,3735638,3776940,3782570,3607176,3711161,3804210,3897123
 "28000","Mississippi",5,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",90960.1,93597.7,93957.0,93515.5,94561.5,98762.1,101369.5,103691.8,105879.9,107713.9,109434.0,105360.0,106711.8,106491.1,108646.5,109032.7,109299.6,109401.7,109911.0,110281.4,110174.8,111207.8,110322.8,115675.1,116557.1,119548.4
 "28000","Mississippi",5,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),115507.7,117636.2,116273.3,117393.6,119340.0,119397.5,119933.9,122245.9,122578.6,124576.5,127543.1,130015.5,140773.8,146527.6,134707.6,(NA)
 "28000","Mississippi",5,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),95789.0,97545.5,96665.3,97139.2,97814.4,98336.6,99504.5,102529.1,103634.1,105163.0,107466.8,107273.6,108156.9,115139.2,115114.8,(NA)
 "28000","Mississippi",5,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",61332.3,64276.5,66051.5,67750.2,69704.9,74418.4,78680.1,82991.6,87596.7,91876.5,95179.3,92378.0,94788.3,96799.1,100905.4,103042.6,105219.5,106623.9,107795.4,110281.4,113166.4,116135.7,116709.4,129944.7,142762.3,151146.7
 "28000","Mississippi",5,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",56581.1,58494.4,61604.9,65064.1,66326.2,69011.9,73054.9,77635.0,80835.7,86187.0,90602.5,89414.0,92714.4,96643.4,99732.8,101472.1,103442.7,104772.2,106355.5,109132.8,111917.8,116213.5,125579.1,138243.1,138523.5,145961.8
 "28000","Mississippi",5,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",51033.7,52728.7,55659.0,58842.1,60899.8,63740.2,68067.6,71859.7,74075.1,79077.6,82830.2,83298.1,85848.4,89538.2,92226.7,93290.6,95153.1,96008.0,97349.3,100383.5,103471.0,107192.8,116487.6,127567.4,125802.0,134651.1
 "28000","Mississippi",5,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",44223.9,47202.9,50271.5,52641.0,55060.4,57833.1,61397.2,65017.7,69149.4,72680.2,75197.1,74237.4,77186.8,80082.1,81853.3,83679.2,85932.3,88020.8,90111.3,92341.8,94495.0,96211.5,97069.7,108606.6,118043.5,123851.1
 "28000","Mississippi",5,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),39184,39758,39144,39422,40016,39978,40144,40954,41074,41757,42877,43791,47589,49677,45818,(NA)
 "28000","Mississippi",5,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),32495,32968,32543,32620,32798,32926,33306,34349,34726,35249,36128,36131,36562,39036,39154,(NA)
 "28000","Mississippi",5,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",20173,20681,21628,22806,23202,24060,25287,26716,27827,29432,30736,30220,31213,32454,33441,33976,34624,35100,35638,36580,37624,39143,42448,46869,47134,49652
 "28000","Mississippi",5,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",18195,18643,19541,20625,21303,22222,23561,24729,25499,27004,28099,28153,28902,30068,30924,31237,31849,32164,32620,33647,34785,36104,39375,43249,42805,45805
 "28000","Mississippi",5,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",15767,16689,17649,18451,19261,20163,21252,22374,23804,24819,25510,25091,25986,26892,27446,28018,28763,29488,30195,30952,31767,32406,32811,36821,40165,42131
 "28000","Mississippi",5,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),88.038,85.588,88.218,88.833,88.521,88.843,88.920,88.233,88.469,87.808,86.166,86.544,85.608,86.208,87.328,(NA)
 "28000","Mississippi",5,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),78.503,76.105,79.849,82.440,83.682,85.095,86.360,85.850,86.951,87.808,87.929,89.584,89.576,93.968,101.337,(NA)
 "28000","Mississippi",5,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",1445429,1469707,1476295,1455992,1454782,1452910,1463650,1473724,1508313,1538835,1537448,1492328,1490777,1509966,1519741,1532509,1556854,1568216,1581199,1592198,1602929,1606893,1572607,1624491,1665251,1703755
 "29000","Missouri",4,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",249234.0,256290.4,262665.4,260381.1,264997.7,271970.5,279128.2,285341.7,286558.3,288320.8,297881.8,289566.8,295986.4,292984.2,296514.3,302025.7,303617.8,308009.9,308423.3,311273.8,314182.4,321329.1,315332.6,331580.9,339652.4,348487.4
 "29000","Missouri",4,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),279010.9,269359.7,263458.0,269246.0,276067.8,273056.0,276898.7,289282.9,296927.9,299195.0,306040.8,310971.2,333183.3,345789.3,338258.6,(NA)
 "29000","Missouri",4,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),237207.7,229619.6,227352.1,231862.0,235134.2,235644.6,237680.6,246631.7,252377.7,256476.3,261329.0,261270.3,256738.1,275817.8,284034.7,(NA)
 "29000","Missouri",4,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",170122.2,178215.9,187012.8,190388.7,197399.0,206005.2,216977.5,227594.6,235816.9,244085.3,256431.1,254306.2,262013.4,263330.0,272482.4,282659.7,289340.7,299597.7,304143.3,311273.8,320451.6,334750.2,335285.1,366441.5,400265.1,430114.4
 "29000","Missouri",4,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",140839.7,146172.5,156202.1,161531.2,165389.8,171593.2,180453.8,186770.9,197834.1,207411.3,219922.0,216424.5,221760.2,230858.3,240967.8,242493.0,250783.7,259350.0,267048.6,273774.2,286084.3,297492.6,320924.5,349482.8,364499.1,387904.7
 "29000","Missouri",4,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",122845.4,127441.6,136189.9,140912.5,147590.2,154872.9,163608.4,167661.3,176593.9,184005.5,195270.5,197477.4,202187.6,208237.2,217574.0,216900.2,223920.8,230119.7,237097.9,244067.9,256236.6,266196.6,289412.2,311596.2,318412.3,346580.0
 "29000","Missouri",4,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",116264.1,123565.6,132088.2,137969.6,143667.6,150360.3,157440.0,165567.5,171889.2,179924.6,187125.2,184728.4,191635.6,199085.0,205513.3,209534.9,215540.2,221482.5,227468.9,235234.9,244790.5,250508.0,248105.4,277715.9,303002.1,322803.9
 "29000","Missouri",4,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),47099,45186,43938,44788,45807,45178,45689,47602,48730,48939,49937,50619,54141,56045,54753,(NA)
 "29000","Missouri",4,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),40042,38520,37916,38569,39015,38988,39218,40584,41419,41951,42641,42529,41719,44704,45976,(NA)
 "29000","Missouri",4,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",25506,26281,27857,28634,29144,30054,31396,32256,33860,35228,37124,36306,36984,38402,39983,40121,41380,42677,43826,44781,46680,48425,52145,56639,59007,62604
 "29000","Missouri",4,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",22247,22913,24288,24979,26008,27126,28465,28956,30225,31253,32963,33128,33719,34639,36102,35887,36948,37867,38911,39922,41810,43330,47025,50499,51547,55935
 "29000","Missouri",4,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",21056,22216,23557,24458,25317,26336,27392,28594,29419,30560,31588,30989,31960,33117,34100,34668,35565,36446,37331,38477,39942,40777,40313,45008,49052,52097
 "29000","Missouri",4,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),88.468,90.473,93.124,92.522,92.456,92.837,93.373,92.296,91.704,91.718,91.792,92.547,92.207,91.993,91.119,(NA)
 "29000","Missouri",4,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),78.887,80.450,84.290,85.864,87.403,88.920,90.685,89.803,90.130,91.718,93.671,95.798,96.480,100.274,105.737,(NA)
 "29000","Missouri",4,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",3385244,3422953,3470846,3451902,3437481,3444525,3478540,3533298,3586439,3636196,3625622,3522642,3475274,3506549,3528185,3565833,3597160,3655817,3700543,3735873,3777370,3778389,3690891,3792568,3880656,3979329
 "30000","Montana",7,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",31456.1,31633.4,32513.7,32689.6,33663.8,35249.5,36949.9,38849.0,40055.0,42057.7,42049.3,40938.4,42469.8,43532.2,44329.1,45114.7,46166.7,47765.6,47189.6,48470.5,49455.0,50263.5,49981.4,53303.7,55193.9,57373.3
 "30000","Montana",7,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),41419.1,40981.4,42683.6,43600.1,45954.1,45904.9,46473.6,48308.3,49190.0,51054.6,53527.0,54833.7,60683.1,64939.4,65459.2,(NA)
 "30000","Montana",7,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),37809.2,37375.3,39218.6,39343.7,40246.6,41230.7,41616.4,42544.1,43482.3,44550.7,47042.0,46913.6,47545.7,53323.4,55649.1,(NA)
 "30000","Montana",7,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",20414.4,20815.1,21935.4,22798.0,23886.0,25781.1,28138.8,30823.7,33088.0,36116.1,37028.0,35880.0,38080.3,40592.3,42150.2,43584.0,45203.8,46542.4,45859.4,48470.5,51152.1,52715.6,52958.8,60399.7,68702.0,73254.5
 "30000","Montana",7,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",19125.7,19496.9,20770.5,21685.2,22350.3,24015.2,26072.2,28052.0,30362.7,32646.8,34730.5,33926.6,35670.9,38082.7,40436.9,40786.0,42901.4,44583.3,45283.3,48003.3,50352.0,53402.3,58153.0,65254.4,69132.4,73620.0
 "30000","Montana",7,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",16972.2,17238.1,18325.6,19144.0,20104.2,21811.7,23740.4,25281.7,27200.6,29025.1,31061.4,30970.9,32645.7,34492.0,36490.9,36524.1,38238.4,39654.4,40348.9,42890.2,45194.2,47638.8,51909.8,57180.3,59198.9,64682.7
 "30000","Montana",7,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",17017.7,18108.6,19352.0,20345.0,21486.0,22804.2,24453.1,26254.8,28153.0,30156.1,31729.6,30980.6,32820.8,34413.4,35462.0,36679.6,38466.9,39329.3,40114.9,41986.4,44342.6,45832.4,45871.5,53398.1,59027.1,62603.2
 "30000","Montana",7,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),42420,41648,43077,43679,45708,45185,45340,46701,47043,48257,50187,50986,55822,58704,58297,(NA)
 "30000","Montana",7,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),38722,37984,39580,39415,40031,40584,40601,41129,41584,42109,44107,43622,43737,48203,49560,(NA)
 "30000","Montana",7,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",21431,21723,22982,23910,24516,26114,28034,29839,31870,33841,35569,34479,36000,38152,40220,40146,41855,43100,43306,45373,47211,49655,53488,58981,61567,64989
 "30000","Montana",7,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",19018,19207,20277,21108,22052,23718,25527,26892,28551,30087,31812,31475,32947,34555,36295,35951,37306,38335,38587,40540,42374,44296,47746,51683,52721,57099
 "30000","Montana",7,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",19069,20177,21413,22432,23568,24797,26293,27928,29551,31259,32496,31485,33123,34476,35272,36104,37529,38021,38364,39685,41576,42617,42192,48264,52568,55264
 "30000","Montana",7,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),94.113,93.218,92.458,94.251,93.207,92.881,95.172,95.010,93.866,94.244,92.371,94.244,91.921,91.385,90.266,(NA)
 "30000","Montana",7,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),83.920,82.891,83.687,87.469,88.112,88.962,92.432,92.444,92.256,94.244,94.262,97.555,96.181,99.610,104.747,(NA)
 "30000","Montana",7,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",535785,543115,552690,559924,564636,571208,585505,600567,616917,635629,636195,619453,616391,623221,633197,642072,649048,660573,667793,674409,684043,685589,683384,714924,736656,757299
 "31000","Nebraska",4,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",75750.0,77421.1,80268.2,82268.1,83433.2,88310.7,90607.6,94556.0,97322.8,99780.7,99860.1,99986.4,103940.8,109734.2,109686.3,111382.2,115651.9,119640.8,121303.1,123219.9,125543.4,127568.9,126734.9,134939.9,139440.9,145019.6
 "31000","Nebraska",4,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),90654.1,88747.4,90296.9,99235.9,98938.0,97877.0,102249.2,106813.0,104983.0,106918.7,106946.6,109229.0,114875.3,123075.9,121519.0,(NA)
 "31000","Nebraska",4,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),71428.2,69713.9,70768.9,73351.7,73720.8,74761.4,76648.4,79116.3,81459.9,83695.8,82982.8,83370.0,81524.7,89078.7,93515.1,(NA)
 "31000","Nebraska",4,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",51849.9,53714.2,56582.7,59634.3,61569.5,66471.7,70445.4,74886.7,79287.5,84291.9,86146.6,87325.5,91940.7,100526.5,102949.7,107247.0,112763.3,117402.3,119389.8,123219.9,127954.4,132848.2,135149.4,150836.1,167480.2,181285.0
 "31000","Nebraska",4,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",44747.0,46824.4,49570.3,51911.8,52804.3,56102.2,58597.2,60598.1,63317.2,68098.6,72377.3,71459.7,75194.1,84096.1,86235.9,86022.2,91084.5,94681.7,93559.7,95823.7,100067.8,104615.9,111413.2,124781.0,131988.8,141151.0
 "31000","Nebraska",4,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",39377.3,41193.4,43504.3,45845.6,47546.1,51111.1,53402.9,54755.6,56706.2,60707.9,64841.2,65480.0,68668.6,76509.2,77995.0,77154.9,81556.5,84839.7,83667.2,85936.9,90267.0,94045.0,100437.5,111513.3,116130.7,127033.7
 "31000","Nebraska",4,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",33885.1,36147.8,38737.2,40332.1,41528.8,43884.8,46911.4,49719.4,52401.4,54871.6,57074.3,56205.1,59014.4,62248.7,64342.3,65789.7,68366.5,70248.1,72752.0,75186.4,77805.0,80025.6,79338.2,89805.1,98106.8,103226.1
 "31000","Nebraska",4,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),50465,48959,49338,53822,53224,52247,54103,56086,54640,55273,54975,55874,58531,62680,61750,(NA)
 "31000","Nebraska",4,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),39762,38459,38668,39783,39659,39907,40557,41543,42397,43268,42657,42646,41538,45366,47520,(NA)
 "31000","Nebraska",4,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",26387,27467,28924,30184,30553,32268,33496,34401,35718,38184,40291,39422,41086,45611,46391,45918,48195,49716,48695,49538,51439,53514,56749,63526,67065,71347
 "31000","Nebraska",4,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",23220,24164,25384,26657,27510,29397,30527,31085,31989,34040,36096,36123,37521,41496,41958,41185,43154,44548,43546,44427,46401,48107,51158,56771,59008,64211
 "31000","Nebraska",4,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",19982,21204,22603,23451,24029,25241,26816,28226,29560,30767,31772,31007,32246,33762,34613,35118,36174,36886,37865,38869,39995,40935,40411,45720,49850,52177
 "31000","Nebraska",4,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),89.609,90.668,92.130,91.444,92.325,91.876,91.839,91.256,90.869,89.833,91.880,92.587,92.885,91.951,89.806,(NA)
 "31000","Nebraska",4,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),79.904,80.623,83.390,84.863,87.278,88.000,89.195,88.791,89.310,89.833,93.760,95.840,97.190,100.227,104.214,(NA)
 "31000","Nebraska",4,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",1138369,1156816,1173756,1175112,1165998,1169210,1180188,1192187,1208036,1230968,1237394,1223251,1219855,1232536,1251331,1266360,1282738,1302877,1310927,1317730,1330415,1328396,1305658,1334512,1358642,1398244
 "32000","Nevada",8,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",102779.4,110091.0,114810.2,116267.3,120180.1,125905.4,139373.0,150680.9,156297.9,157734.3,152745.6,140304.3,142614.2,144341.2,142986.1,144549.3,145303.6,151055.9,156007.4,163199.1,168638.5,176029.7,166077.0,182474.1,190463.3,195405.6
 "32000","Nevada",8,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),113703.5,105980.5,110621.2,110422.8,113327.3,114066.7,120100.1,130620.6,136283.6,139414.1,151489.9,155974.9,167893.4,185039.3,176628.3,(NA)
 "32000","Nevada",8,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),97340.7,91217.2,93690.8,93671.2,95280.7,99276.6,103197.2,108066.9,113583.1,115495.0,124585.9,125145.6,124337.2,139705.1,144682.0,(NA)
 "32000","Nevada",8,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",65332.2,71825.3,77181.5,80968.6,85541.0,91365.0,104132.0,117165.1,126613.4,132045.4,130570.9,122471.2,125149.0,128638.4,130238.2,133592.5,136918.4,145786.8,153318.0,163199.1,172547.9,184611.1,176296.3,201705.7,227320.6,245978.8
 "32000","Nevada",8,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",54217.2,58623.6,64312.6,68026.7,69952.7,74518.4,82524.7,92194.1,99485.1,103706.0,102535.9,96982.8,100750.4,104596.4,108696.1,108914.4,115514.1,125088.6,129879.1,138847.0,148408.1,159393.0,170360.8,191329.7,198485.1,211575.4
 "32000","Nevada",8,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",47358.4,51179.2,56006.1,59680.2,62512.0,67133.9,73873.0,81572.3,88142.6,91979.9,92037.7,88841.7,92389.4,95350.0,98769.9,97539.1,103922.8,112064.5,115291.7,124210.4,132913.4,143464.5,153075.5,168523.3,170497.3,187067.4
 "32000","Nevada",8,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",41874.4,46395.2,50853.1,54020.4,57342.3,61582.4,68079.6,74876.1,81040.6,86098.3,87852.2,83578.8,85449.7,88854.0,91509.3,94912.7,99383.8,103663.4,108477.9,115294.6,122302.4,128266.7,126961.8,146206.7,162962.8,172657.6
 "32000","Nevada",8,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),42848,39476,40941,40739,41361,41179,42744,45719,46904,47169,50302,50824,53887,58810,55582,(NA)
 "32000","Nevada",8,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),36682,33977,34675,34558,34775,35839,36728,37825,39091,39076,41368,40778,39907,44402,45529,(NA)
 "32000","Nevada",8,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",29256,30301,31858,32418,32180,33136,35173,37907,39437,39870,38640,36125,37288,38589,39671,39319,41112,43783,44700,46977,49278,51937,54676,60805,62467,66238
 "32000","Nevada",8,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",25555,26453,27743,28441,28757,29853,31486,33539,34940,35362,34684,33092,34193,35178,36048,35212,36986,39224,39679,42025,44133,46747,49128,53557,53659,58565
 "32000","Nevada",8,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",22596,23980,25190,25744,26379,27384,29017,30786,32125,33101,33106,31132,31625,32781,33398,34264,35371,36284,37334,39008,40610,41795,40747,46464,51288,54054
 "32000","Nevada",8,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),101.214,103.042,100.763,102.213,101.595,99.816,99.160,98.588,97.172,99.827,96.198,98.845,97.184,95.409,96.383,(NA)
 "32000","Nevada",8,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),90.252,91.626,91.204,94.857,96.042,95.604,96.305,95.925,95.505,99.827,98.167,102.318,101.688,103.997,111.845,(NA)
 "32000","Nevada",8,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",1131237,1189071,1254358,1285310,1299544,1353124,1441158,1533726,1604488,1643873,1619016,1512925,1478082,1501861,1519210,1561287,1608537,1664654,1724751,1780614,1848890,1884199,1770765,1912664,2042787,2122456
 "33000","New Hampshire",1,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",54954.5,56913.1,60742.5,61719.4,63474.2,66119.4,68428.1,69556.1,71424.5,71943.5,71195.6,70498.6,72950.4,73465.0,74082.8,75503.4,76836.2,79319.3,80736.1,81179.6,82269.5,84438.2,83152.6,89949.3,91416.1,93466.7
 "33000","New Hampshire",1,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),63530.8,63540.9,65788.4,67643.1,69271.5,68230.1,70279.9,72073.6,72954.0,74547.9,78110.1,81640.5,85176.6,89863.6,82663.3,(NA)
 "33000","New Hampshire",1,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),54914.5,55275.5,56647.6,57168.6,58086.4,58960.7,59844.3,61026.9,61290.3,63068.6,65332.4,66056.5,64268.0,70160.5,67942.7,(NA)
 "33000","New Hampshire",1,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",40747.7,42292.4,45604.9,47037.3,49109.6,51609.7,54545.7,56914.6,60152.7,61984.8,62095.3,63052.2,65310.8,66557.3,68412.0,70897.4,73455.1,77385.8,79759.7,81179.6,83859.4,87868.2,88527.7,99092.6,106488.0,114100.8
 "33000","New Hampshire",1,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",36597.5,38930.2,43796.1,46179.9,46972.3,47833.0,50733.0,52464.3,56084.9,58305.5,60153.8,59381.5,61880.9,64888.9,67318.1,67121.8,69630.5,72779.6,75229.0,78661.0,82353.7,87724.1,93113.9,102233.5,104683.6,110683.7
 "33000","New Hampshire",1,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",32062.5,33902.4,37811.9,40508.2,42277.0,43474.7,46275.1,47430.3,50473.1,52137.8,53988.2,54740.2,56818.2,58915.4,61385.4,60565.5,62558.6,65022.4,66972.9,70366.5,74159.2,78784.9,83795.0,90327.9,90099.2,97893.5
 "33000","New Hampshire",1,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",29629.6,31953.0,34576.4,36590.7,38488.0,41132.5,43735.2,46409.1,48795.0,51242.1,52038.1,51722.7,53357.3,54918.3,56524.0,58076.5,59367.3,61727.9,63337.2,66704.2,69023.5,71187.4,70847.1,78698.4,87091.7,92406.2
 "33000","New Hampshire",1,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),48279,48280,49950,51172,52190,51260,52478,53641,53998,54856,57229,59512,61785,64766,59247,(NA)
